record_id,record_revision,record_date,record_title,record_status,record_amount_pence,line_id,line_position,card_name,line_quantity,line_allocation_pence,line_detail,copy_id,allocation_index,copy_allocation_pence,copy_condition,copy_status,copy_location,printing_set_name,printing_set_code,printing_tcgplayer_url,target_name,target_rarity,target_edition,copy_created_at,copy_updated_at
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-6e37be99-cd65-4a4d-ab84-74848b3884d3,83,Dark Magician Girl,1,19,YGLD-ENA04 · 1st Edition · from Bulk lot · 130 card types,copy-921ea1ec-0c7b-47d2-9191-b94d98dd83cd,90,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA04,https://www.tcgplayer.com/product/108206/yugioh-king-of-games-yugis-legendary-decks-dark-magician-girl-a?Language=English&page=1,Dark Magician Girl,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-46ec8821-32d7-4b43-a773-cca34f909a74,84,Black Luster Soldier - Envoy of the Beginning,1,19,YGLD-ENA02 · 1st Edition · from Bulk lot · 130 card types,copy-b59d7e0e-8d25-45ce-b87c-ebb9007ee21e,91,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA02,https://www.tcgplayer.com/product/108204/yugioh-king-of-games-yugis-legendary-decks-black-luster-soldier-envoy-of-the-beginning?Language=English&page=1,Black Luster Soldier - Envoy of the Beginning,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-deee1711-90d4-4d1a-904b-332efdfd7228,85,Dark Paladin,1,19,YGLD-ENC41 · 1st Edition · from Bulk lot · 130 card types,copy-1ca1c07b-0ba3-46ce-a096-ebb8f81bcb89,92,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC41,https://www.tcgplayer.com/product/108325/yugioh-king-of-games-yugis-legendary-decks-dark-paladin?Language=English&page=1,Dark Paladin,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d08aa0b8-cf40-4fbb-8529-71c7b44e3ed5,86,Grandmaster of the Six Samurai,1,19,SDWA-EN002 · 1st Edition · from Bulk lot · 130 card types,copy-462a549b-4738-4939-947e-73e1b7ee87ef,93,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN002,https://www.tcgplayer.com/product/59844/yugioh-structure-deck-samurai-warlords-grandmaster-of-the-six-samurai?Language=English&page=1,Grandmaster of the Six Samurai,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-7ed24846-3015-420c-809c-d303eefcaa85,87,Gateway of the Six,1,19,SDWA-EN029 · 1st Edition · from Bulk lot · 130 card types,copy-f2f99f5f-0241-4589-a7ab-104e731a6332,94,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN029,https://www.tcgplayer.com/product/59871/yugioh-structure-deck-samurai-warlords-gateway-of-the-six?Language=English&page=1,Gateway of the Six,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-86009fc9-0cbf-412c-8f29-64c150b837fa,88,Great Shogun Shien,1,19,SDWA-EN009 · 1st Edition · from Bulk lot · 130 card types,copy-cfdcae52-ed2e-40bb-8a7d-e305eeaa0597,95,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN009,https://www.tcgplayer.com/product/59851/yugioh-structure-deck-samurai-warlords-great-shogun-shien?Language=English&page=1,Great Shogun Shien,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-904c9607-043c-41c4-99a5-460bf8bc12e4,89,Six Samurai United,2,38,SDWA-EN028 · 1st Edition · from Bulk lot · 130 card types,copy-7f0f8c7a-7ce7-4641-86bf-5ab83757e7f7,96,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN028,https://www.tcgplayer.com/product/59870/yugioh-structure-deck-samurai-warlords-six-samurai-united?Language=English&page=1,Six Samurai United,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-904c9607-043c-41c4-99a5-460bf8bc12e4,89,Six Samurai United,2,38,SDWA-EN028 · 1st Edition · from Bulk lot · 130 card types,copy-69a8aece-3d84-468a-9073-dac5923cb17e,97,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN028,https://www.tcgplayer.com/product/59870/yugioh-structure-deck-samurai-warlords-six-samurai-united?Language=English&page=1,Six Samurai United,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c8cd90dc-3369-48d1-b5b4-3084ac5775d4,90,Shien's Dojo,2,38,SDWA-EN032 · 1st Edition · from Bulk lot · 130 card types,copy-00b9cfa3-d4a9-411c-b861-8f6d0a27f2a6,98,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN032,https://www.tcgplayer.com/product/59874/yugioh-structure-deck-samurai-warlords-shiens-dojo?Language=English&page=1,Shien's Dojo,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c8cd90dc-3369-48d1-b5b4-3084ac5775d4,90,Shien's Dojo,2,38,SDWA-EN032 · 1st Edition · from Bulk lot · 130 card types,copy-64784f8c-828e-40d2-9665-091afebaea78,99,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN032,https://www.tcgplayer.com/product/59874/yugioh-structure-deck-samurai-warlords-shiens-dojo?Language=English&page=1,Shien's Dojo,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-2d5ebf8e-8e2f-4f8e-a08b-5bac4edd88dc,91,Musakani Magatama,1,19,SDWA-EN037 · 1st Edition · from Bulk lot · 130 card types,copy-21af94c8-7cb0-41cd-8b1a-c44022d87d52,100,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN037,https://www.tcgplayer.com/product/59879/yugioh-structure-deck-samurai-warlords-musakani-magatama?Language=English&page=1,Musakani Magatama,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ce6a01c9-eb4d-45d1-a478-59d82f4d2e25,92,Legendary Six Samurai - Kizan,2,38,SDWA-EN016 · 1st Edition · from Bulk lot · 130 card types,copy-334e95ce-152b-45f4-8d66-98249dc03646,101,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN016,https://www.tcgplayer.com/product/59858/yugioh-structure-deck-samurai-warlords-legendary-six-samurai-kizan?Language=English&page=1,Legendary Six Samurai - Kizan,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ce6a01c9-eb4d-45d1-a478-59d82f4d2e25,92,Legendary Six Samurai - Kizan,2,38,SDWA-EN016 · 1st Edition · from Bulk lot · 130 card types,copy-2221c3cc-1c6f-41c3-bb95-51e2876c238b,102,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN016,https://www.tcgplayer.com/product/59858/yugioh-structure-deck-samurai-warlords-legendary-six-samurai-kizan?Language=English&page=1,Legendary Six Samurai - Kizan,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-dab75075-45b3-4766-9ed1-89d906ceb2db,93,Musakani Magatama,1,19,SDWA-EN037 · 1st Edition · from Bulk lot · 130 card types,copy-2ea9b3ea-fde1-4614-9941-d07a80066f93,103,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN037,https://www.tcgplayer.com/product/59879/yugioh-structure-deck-samurai-warlords-musakani-magatama?Language=English&page=1,Musakani Magatama,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c84d57ee-0baa-42d6-92ef-fa677daed590,94,The Six Samurai - Yaichi,2,38,SDWA-EN006 · 1st Edition · from Bulk lot · 130 card types,copy-0ee7c681-8263-4d98-8f0f-b004a650677c,104,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN006,https://www.tcgplayer.com/product/59848/yugioh-structure-deck-samurai-warlords-the-six-samurai-yaichi?Language=English&page=1,The Six Samurai - Yaichi,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-c84d57ee-0baa-42d6-92ef-fa677daed590,94,The Six Samurai - Yaichi,2,38,SDWA-EN006 · 1st Edition · from Bulk lot · 130 card types,copy-36ef3475-0447-42b5-9593-21c7bb9eabcd,105,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN006,https://www.tcgplayer.com/product/59848/yugioh-structure-deck-samurai-warlords-the-six-samurai-yaichi?Language=English&page=1,The Six Samurai - Yaichi,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-4d012f51-74a2-48bb-be72-9edf88f67e33,95,Double-Edged Sword Technique,2,38,SDWA-EN035 · 1st Edition · from Bulk lot · 130 card types,copy-78d3039d-da1e-41c8-bb26-8a901e707791,106,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN035,https://www.tcgplayer.com/product/59877/yugioh-structure-deck-samurai-warlords-double-edged-sword-technique?Language=English&page=1,Double-Edged Sword Technique,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-4d012f51-74a2-48bb-be72-9edf88f67e33,95,Double-Edged Sword Technique,2,38,SDWA-EN035 · 1st Edition · from Bulk lot · 130 card types,copy-26178310-7c2d-40bb-a69f-6b97568f88be,107,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN035,https://www.tcgplayer.com/product/59877/yugioh-structure-deck-samurai-warlords-double-edged-sword-technique?Language=English&page=1,Double-Edged Sword Technique,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d628e2db-2254-44ed-90a7-a752fbbf46df,96,Summoned Skull,1,19,YGLD-ENA06 · 1st Edition · from Bulk lot · 130 card types,copy-1c6bf9df-b372-4012-a2bc-0eae6339f30a,108,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA06,https://www.tcgplayer.com/product/108208/yugioh-king-of-games-yugis-legendary-decks-summoned-skull?Language=English&page=1,Summoned Skull,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-38124119-496e-46d2-bab6-a177f31bb132,97,Big Shield Gardna,1,19,YGLD-ENB14 · 1st Edition · from Bulk lot · 130 card types,copy-c259f6a1-45d1-49dd-8697-230148b57e9a,109,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB14,https://www.tcgplayer.com/product/108257/yugioh-king-of-games-yugis-legendary-decks-big-shield-gardna?Language=English&page=1,Big Shield Gardna,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-f37e5ebb-3f28-4651-b39e-520d4c8225aa,98,Gazelle the King of Mythical Beasts,1,19,YGLD-ENB10 · 1st Edition · from Bulk lot · 130 card types,copy-e720d90b-e781-4fc7-bc94-8ebf03fb8acc,110,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB10,https://www.tcgplayer.com/product/108253/yugioh-king-of-games-yugis-legendary-decks-gazelle-the-king-of-mythical-beasts?Language=English&page=1,Gazelle the King of Mythical Beasts,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-8c53bd32-de0d-4e3e-9d86-018f99f2f903,99,Berfomet,1,19,YGLD-ENB09 · 1st Edition · from Bulk lot · 130 card types,copy-71ea1ff9-ae79-491b-ab44-32f5a673a7c5,111,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB09,https://www.tcgplayer.com/product/108252/yugioh-king-of-games-yugis-legendary-decks-berfomet?Language=English&page=1,Berfomet,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-cb2733e2-aa04-471e-8cf8-5443c72441e5,100,Blockman,1,19,YGLD-ENC21 · 1st Edition · from Bulk lot · 130 card types,copy-582dde60-de80-4af7-97cf-eb497e4a056c,112,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC21,https://www.tcgplayer.com/product/108305/yugioh-king-of-games-yugis-legendary-decks-blockman?Language=English&page=1,Blockman,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d5c166ff-74b8-45ba-aa20-9d90cd1c8c9a,101,Archfiend of Gilfer,1,19,YGLD-ENB05 · 1st Edition · from Bulk lot · 130 card types,copy-f638c040-e21a-4a61-b275-9d2dfe6ae727,113,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB05,https://www.tcgplayer.com/product/108248/yugioh-king-of-games-yugis-legendary-decks-archfiend-of-gilfer?Language=English&page=1,Archfiend of Gilfer,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3defb679-79b3-4892-b9b5-b1ed1d9eac42,102,Gandora the Dragon of Destruction,1,19,YGLD-ENC03 · 1st Edition · from Bulk lot · 130 card types,copy-702e3cbb-0216-45b1-b33b-4dbc39b3a81c,114,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC03,https://www.tcgplayer.com/product/108287/yugioh-king-of-games-yugis-legendary-decks-gandora-the-dragon-of-destruction?Language=English&page=1,Gandora the Dragon of Destruction,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-2cf599ff-098f-4fcb-bc9f-b308a7bfee1d,103,Mystical Elf,1,19,YGLD-ENA14 · 1st Edition · from Bulk lot · 130 card types,copy-98d25348-f940-45d5-b8ec-3fd582cd44f3,115,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA14,https://www.tcgplayer.com/product/108216/yugioh-king-of-games-yugis-legendary-decks-mystical-elf?Language=English&page=1,Mystical Elf,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-64f0bee8-a87d-4e87-8ec8-92e0e3c2d0e0,104,Marshmallon,1,19,YGLD-ENC22 · 1st Edition · from Bulk lot · 130 card types,copy-6525c996-b008-495b-8db6-d69567bf4464,116,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC22,https://www.tcgplayer.com/product/108306/yugioh-king-of-games-yugis-legendary-decks-marshmallon?Language=English&page=1,Marshmallon,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-090739c6-4897-427d-a987-e29879ede0c0,105,The Tricky,1,19,YGLD-ENC12 · 1st Edition · from Bulk lot · 130 card types,copy-cbfce767-9be1-4f40-a019-535eb6ac6f3c,117,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC12,https://www.tcgplayer.com/product/108296/yugioh-king-of-games-yugis-legendary-decks-the-tricky?Language=English&page=1,The Tricky,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-97a450be-f24c-4943-9010-2ad5efb73563,106,Silent Magician LV4,1,19,YGLD-ENC05 · 1st Edition · from Bulk lot · 130 card types,copy-63a79f5f-a17c-4d28-ab71-3b5cb65cfb24,118,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC05,https://www.tcgplayer.com/product/108289/yugioh-king-of-games-yugis-legendary-decks-silent-magician-lv4?Language=English&page=1,Silent Magician LV4,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-7825b6ad-7029-44da-8cc0-659842bd918a,107,Silent Swordsman LV3,1,19,YGLD-ENC08 · 1st Edition · from Bulk lot · 130 card types,copy-c098356b-f1f5-4f59-aca8-ebc13a377c60,119,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC08,https://www.tcgplayer.com/product/108292/yugioh-king-of-games-yugis-legendary-decks-silent-swordsman-lv3?Language=English&page=1,Silent Swordsman LV3,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-4eb7596e-3898-4840-9965-b9e3f57b7ac0,108,Silent Swordsman LV5,1,19,YGLD-ENC07 · 1st Edition · from Bulk lot · 130 card types,copy-5ce754de-aa4a-4ceb-8b9a-035747d5097f,120,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC07,https://www.tcgplayer.com/product/108291/yugioh-king-of-games-yugis-legendary-decks-silent-swordsman-lv5?Language=English&page=1,Silent Swordsman LV5,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-5aa8950e-e51f-43ce-b386-3033fd5a80c7,109,Silent Swordsman LV7,1,19,YGLD-ENC06 · 1st Edition · from Bulk lot · 130 card types,copy-167012c4-8bdd-4253-ade9-616e51d2bc30,121,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC06,https://www.tcgplayer.com/product/108290/yugioh-king-of-games-yugis-legendary-decks-silent-swordsman-lv7?Language=English&page=1,Silent Swordsman LV7,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d59f44c5-005a-4c75-b6c2-ac2e6ca18e10,110,Queen's Knight,1,19,YGLD-ENB07 · 1st Edition · from Bulk lot · 130 card types,copy-7ae94892-53a9-4532-bdcf-f7d89b0dbff0,122,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB07,https://www.tcgplayer.com/product/108250/yugioh-king-of-games-yugis-legendary-decks-queens-knight-b?Language=English&page=1,Queen's Knight,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3d5972d7-1deb-4571-a307-0ef23ed546e1,111,Jack's Knight,2,38,YGLD-ENB06 · 1st Edition · from Bulk lot · 130 card types,copy-d20ede9d-a74f-4e92-a7c1-16d41d599655,123,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB06,https://www.tcgplayer.com/product/108249/yugioh-king-of-games-yugis-legendary-decks-jacks-knight-b?Language=English&page=1,Jack's Knight,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3d5972d7-1deb-4571-a307-0ef23ed546e1,111,Jack's Knight,2,38,YGLD-ENB06 · 1st Edition · from Bulk lot · 130 card types,copy-7b2cf82b-f084-4639-8892-34f9f235c3e9,124,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB06,https://www.tcgplayer.com/product/108249/yugioh-king-of-games-yugis-legendary-decks-jacks-knight-b?Language=English&page=1,Jack's Knight,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-5f82747d-9a65-4260-872a-47966467e9e1,112,King's Knight,2,38,YGLD-ENC15 · 1st Edition · from Bulk lot · 130 card types,copy-d807ee9d-36a7-4934-aa62-2c3f0d929159,125,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC15,https://www.tcgplayer.com/product/108299/yugioh-king-of-games-yugis-legendary-decks-kings-knight-c?Language=English&page=1,King's Knight,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-5f82747d-9a65-4260-872a-47966467e9e1,112,King's Knight,2,38,YGLD-ENC15 · 1st Edition · from Bulk lot · 130 card types,copy-4fa5db6a-c47b-4dd5-8763-adb156772d76,126,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC15,https://www.tcgplayer.com/product/108299/yugioh-king-of-games-yugis-legendary-decks-kings-knight-c?Language=English&page=1,King's Knight,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-f185686d-af4b-4397-a598-1e7cc84d3168,113,Yellow Gadget,1,19,YGLD-ENC18 · 1st Edition · from Bulk lot · 130 card types,copy-3eb850af-f72b-4822-a37c-106f0a967818,127,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC18,https://www.tcgplayer.com/product/108302/yugioh-king-of-games-yugis-legendary-decks-yellow-gadget?Language=English&page=1,Yellow Gadget,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-cc5295d1-52e9-4ac4-ac4e-0631bbd8ac68,114,Green Gadget,1,19,YGLD-ENC16 · 1st Edition · from Bulk lot · 130 card types,copy-210129a6-71be-49b9-b2fa-895430eaf2ee,128,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC16,https://www.tcgplayer.com/product/108300/yugioh-king-of-games-yugis-legendary-decks-green-gadget?Language=English&page=1,Green Gadget,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-47459e59-6a69-4ed3-92c3-4dc6a1e06a7c,115,Red Gadget,1,19,YGLD-ENC17 · 1st Edition · from Bulk lot · 130 card types,copy-482b0f60-e3d0-40a9-a8c9-9f49c51448d2,129,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENC17,https://www.tcgplayer.com/product/108301/yugioh-king-of-games-yugis-legendary-decks-red-gadget?Language=English&page=1,Red Gadget,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-397161a2-2911-45a5-aaab-1cd3d0c73336,116,Firewall,1,19,FOTB-EN060 · 1st Edition · from Bulk lot · 130 card types,copy-8364494d-babb-4e3e-ac57-31d1a2674f18,130,19,Lightly Played,available,,Force of the Breaker,FOTB-EN060,https://www.tcgplayer.com/product/25784/yugioh-force-of-the-breaker-firewall?Language=English&page=1,Firewall,Rare,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-42b75a61-f759-438c-9ac4-caffa64f4078,117,Mammoth Graveyard,1,19,YGLD-ENA16 · 1st Edition · from Bulk lot · 130 card types,copy-4ad349e1-84dc-4899-8894-98715a163b81,131,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA16,https://www.tcgplayer.com/product/108218/yugioh-king-of-games-yugis-legendary-decks-mammoth-graveyard?Language=English&page=1,Mammoth Graveyard,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-abe3e63c-bbf4-48bb-9326-a24c53727cfd,118,"Winged Dragon, Guardian of the Fortress #1",1,19,YGLD-ENA10 · 1st Edition · from Bulk lot · 130 card types,copy-afbe1a75-3ef9-49f7-8489-28515862df01,132,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA10,https://www.tcgplayer.com/product/108212/yugioh-king-of-games-yugis-legendary-decks-winged-dragon-guardian-of-the-fortress-1?Language=English&page=1,"Winged Dragon, Guardian of the Fortress #1",Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-56b9fb41-903a-4def-bc08-6b5947f641cc,119,Celtic Guardian,1,19,YGLD-ENA09 · 1st Edition · from Bulk lot · 130 card types,copy-ac963825-eaf4-4d1e-aeac-53ead7628b73,133,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA09,https://www.tcgplayer.com/product/108211/yugioh-king-of-games-yugis-legendary-decks-celtic-guardian?Language=English&page=1,Celtic Guardian,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1353728d-8d63-4ea2-a71e-69411b4b7379,120,Catapult Turtle,1,19,YGLD-ENA08 · 1st Edition · from Bulk lot · 130 card types,copy-ce22f4f1-b274-4db4-ab67-a5b38b42b871,134,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA08,https://www.tcgplayer.com/product/108210/yugioh-king-of-games-yugis-legendary-decks-catapult-turtle?Language=English&page=1,Catapult Turtle,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
